doctor_id,molecule_id,month,alert_type,priority,days_since_last_visit,days_since_last_gift,negative_count,recommended_action
DOC009,MOL03,2025-05,Stock Complaint Overlap,HIGH,44,74,2,Resolve stock issue with distributor urgently
DOC009,MOL03,2025-05,Stock Complaint Overlap,HIGH,44,74,2,Resolve stock issue with distributor urgently
DOC046,MOL03,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL03,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL03,2025-05,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC027,MOL03,2025-05,Stock Complaint Overlap,HIGH,1,16,1,Resolve stock issue with distributor urgently
DOC027,MOL03,2025-05,Stock Complaint Overlap,HIGH,1,16,1,Resolve stock issue with distributor urgently
DOC027,MOL03,2025-05,Stock Complaint Overlap,HIGH,1,16,1,Resolve stock issue with distributor urgently
DOC015,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC015,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC015,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,0,1,Resolve stock issue with distributor urgently
DOC048,MOL03,2025-05,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC048,MOL03,2025-05,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC048,MOL03,2025-05,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC010,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,64,0,Resolve stock issue with distributor urgently
DOC010,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,64,0,Resolve stock issue with distributor urgently
DOC010,MOL03,2025-05,Stock Complaint Overlap,HIGH,0,64,0,Resolve stock issue with distributor urgently
DOC040,MOL03,2025-06,Stock Complaint Overlap,HIGH,18,18,1,Resolve stock issue with distributor urgently
DOC029,MOL03,2025-06,Stock Complaint Overlap,HIGH,47,47,0,Resolve stock issue with distributor urgently
DOC025,MOL04,2025-04,Stock Complaint Overlap,HIGH,2,2,1,Resolve stock issue with distributor urgently
DOC025,MOL04,2025-04,Stock Complaint Overlap,HIGH,2,2,1,Resolve stock issue with distributor urgently
DOC038,MOL04,2025-04,Stock Complaint Overlap,HIGH,96,96,1,Resolve stock issue with distributor urgently
DOC038,MOL04,2025-04,Stock Complaint Overlap,HIGH,96,96,1,Resolve stock issue with distributor urgently
DOC039,MOL04,2025-04,Stock Complaint Overlap,HIGH,2,12,1,Resolve stock issue with distributor urgently
DOC039,MOL04,2025-04,Stock Complaint Overlap,HIGH,2,12,1,Resolve stock issue with distributor urgently
DOC044,MOL04,2025-04,Stock Complaint Overlap,HIGH,26,26,2,Resolve stock issue with distributor urgently
DOC044,MOL04,2025-04,Stock Complaint Overlap,HIGH,26,26,2,Resolve stock issue with distributor urgently
DOC049,MOL04,2025-06,Stock Complaint Overlap,HIGH,11,31,1,Resolve stock issue with distributor urgently
DOC049,MOL04,2025-06,Stock Complaint Overlap,HIGH,11,31,1,Resolve stock issue with distributor urgently
DOC049,MOL04,2025-06,Stock Complaint Overlap,HIGH,11,31,1,Resolve stock issue with distributor urgently
DOC049,MOL04,2025-06,Stock Complaint Overlap,HIGH,11,31,1,Resolve stock issue with distributor urgently
DOC049,MOL04,2025-06,Stock Complaint Overlap,HIGH,11,31,1,Resolve stock issue with distributor urgently
DOC008,MOL04,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL04,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL04,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL04,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL04,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC045,MOL04,2025-06,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC045,MOL04,2025-06,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC045,MOL04,2025-06,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC045,MOL04,2025-06,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC045,MOL04,2025-06,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC037,MOL04,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL04,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL04,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL04,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC037,MOL04,2025-06,Stock Complaint Overlap,HIGH,10,10,0,Resolve stock issue with distributor urgently
DOC004,MOL05,2025-03,Stock Complaint Overlap,HIGH,40,88,2,Resolve stock issue with distributor urgently
DOC004,MOL05,2025-03,Stock Complaint Overlap,HIGH,40,88,2,Resolve stock issue with distributor urgently
DOC004,MOL05,2025-03,Stock Complaint Overlap,HIGH,40,88,2,Resolve stock issue with distributor urgently
DOC004,MOL05,2025-03,Stock Complaint Overlap,HIGH,40,88,2,Resolve stock issue with distributor urgently
DOC024,MOL05,2025-03,Stock Complaint Overlap,HIGH,3,3,1,Resolve stock issue with distributor urgently
DOC024,MOL05,2025-03,Stock Complaint Overlap,HIGH,3,3,1,Resolve stock issue with distributor urgently
DOC024,MOL05,2025-03,Stock Complaint Overlap,HIGH,3,3,1,Resolve stock issue with distributor urgently
DOC024,MOL05,2025-03,Stock Complaint Overlap,HIGH,3,3,1,Resolve stock issue with distributor urgently
DOC018,MOL05,2025-03,Stock Complaint Overlap,HIGH,20,20,3,Escalate to area manager + CME invite
DOC018,MOL05,2025-03,Stock Complaint Overlap,HIGH,20,20,3,Escalate to area manager + CME invite
DOC018,MOL05,2025-03,Stock Complaint Overlap,HIGH,20,20,3,Escalate to area manager + CME invite
DOC018,MOL05,2025-03,Stock Complaint Overlap,HIGH,20,20,3,Escalate to area manager + CME invite
DOC012,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC012,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC012,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC012,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC005,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC005,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC005,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC005,MOL05,2025-03,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC046,MOL05,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL05,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL05,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC046,MOL05,2025-03,Stock Complaint Overlap,HIGH,9,9,1,Resolve stock issue with distributor urgently
DOC045,MOL05,2025-04,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC045,MOL05,2025-04,Stock Complaint Overlap,HIGH,14,70,0,Resolve stock issue with distributor urgently
DOC008,MOL05,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL05,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL05,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC008,MOL05,2025-06,Stock Complaint Overlap,HIGH,0,0,0,Resolve stock issue with distributor urgently
DOC048,MOL05,2025-06,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC048,MOL05,2025-06,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC048,MOL05,2025-06,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC048,MOL05,2025-06,Stock Complaint Overlap,HIGH,13,13,1,Resolve stock issue with distributor urgently
DOC036,MOL05,2025-06,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL05,2025-06,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL05,2025-06,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
DOC036,MOL05,2025-06,Stock Complaint Overlap,HIGH,4,70,2,Resolve stock issue with distributor urgently
