doctor_id,molecule_id,month,hybrid_score,rank,mom_delta_pct,consecutive_decline,rank_drop_alert,new_prescriber_flag,high_leakage_doctor
DOC020,MOL04,2025-03,85.79030799345952,5,77.52767902958956,0,0,0,1.0
DOC009,MOL04,2025-03,83.14580598041871,6,111.63036906448039,0,0,0,0.0
DOC042,MOL04,2025-03,82.27475467967146,7,,0,0,1,0.0
DOC002,MOL04,2025-03,79.08461176246927,8,68.86150417662658,0,0,0,0.0
DOC018,MOL04,2025-03,78.43253114714837,9,411.9964921084714,0,0,0,0.0
DOC034,MOL04,2025-03,73.32828933544091,10,49.97795315321362,0,0,0,0.0
DOC037,MOL04,2025-03,57.568572331204194,11,,0,0,1,0.0
DOC045,MOL04,2025-03,57.568572331204194,11,,0,0,1,0.0
DOC050,MOL04,2025-03,54.8331314765728,13,628.2091562193589,0,0,0,0.0
DOC049,MOL04,2025-03,54.43673857856035,14,176.0201003650157,0,0,0,1.0
DOC047,MOL04,2025-03,51.73725594834197,15,448.4945989411146,0,0,0,1.0
DOC022,MOL04,2025-03,47.95155297419748,16,5.009349077273856,0,0,0,0.0
DOC014,MOL04,2025-03,43.98998776490566,17,636.0849863461634,0,0,0,1.0
DOC010,MOL04,2025-03,42.99036452071682,18,80.73333870862568,0,0,0,1.0
DOC035,MOL04,2025-03,41.43386615115514,19,-19.107995819619727,0,1,0,0.0
DOC025,MOL04,2025-03,39.45535119612242,20,-25.69897553055335,0,1,0,0.0
DOC021,MOL04,2025-03,39.03893556985373,21,661.0801659260474,0,0,0,0.0
DOC011,MOL04,2025-03,38.3418630074244,22,251.84620308824114,0,0,0,1.0
DOC007,MOL04,2025-03,33.099949428395256,23,2232.166667090573,0,0,0,0.0
DOC038,MOL04,2025-03,29.080676620619457,24,-35.724187519541466,0,1,0,0.0
DOC039,MOL04,2025-03,24.068604270035525,25,-64.53589011053255,0,1,0,1.0
DOC001,MOL04,2025-03,19.544259135083877,26,-60.99366706200469,0,1,0,0.0
DOC019,MOL04,2025-03,17.18346656928653,27,-37.367295952429025,0,1,0,0.0
DOC046,MOL04,2025-03,13.144955993094769,28,,0,0,1,0.0
DOC036,MOL04,2025-03,13.082763485621182,29,-53.53708566453056,0,1,0,1.0
DOC005,MOL04,2025-03,10.452615608966925,30,-67.65983821242192,0,1,0,0.0
DOC040,MOL04,2025-03,9.213823826287545,31,-89.77266216451464,0,1,0,1.0
DOC027,MOL04,2025-03,8.207289485654485,32,-83.98908972237719,0,1,0,0.0
DOC013,MOL04,2025-03,5.508678197337959,33,-94.49132180266204,0,1,0,1.0
DOC044,MOL04,2025-03,0.5543053732027905,34,-99.22383080541843,0,1,0,0.0
DOC003,MOL04,2025-03,0.0,35,-100.0,0,1,0,0.0
DOC026,MOL04,2025-03,0.0,35,-100.0,0,1,0,0.0
DOC040,MOL04,2025-04,100.0,1,985.3257223639821,0,0,0,0.0
DOC027,MOL04,2025-04,98.19911454048189,2,1096.486546650073,0,0,0,0.0
DOC023,MOL04,2025-04,81.0661325092397,3,16.67523529005969,0,0,0,0.0
DOC020,MOL04,2025-04,68.99215567642871,4,-19.580477923347086,0,0,0,1.0
DOC016,MOL04,2025-04,67.41608213350241,5,,0,0,0,0.0
DOC029,MOL04,2025-04,63.77606869997249,6,,0,0,1,0.0
DOC049,MOL04,2025-04,61.03097400744393,7,12.113575502630656,0,0,0,0.0
DOC035,MOL04,2025-04,59.96879301663191,8,44.73376150287158,0,0,0,1.0
DOC001,MOL04,2025-04,58.62410107132513,9,199.95560673921412,0,0,0,1.0
DOC002,MOL04,2025-04,52.16262834520329,10,-34.041999849637236,0,0,0,1.0
DOC008,MOL04,2025-04,48.306011607470246,11,3.58251732177021,0,1,0,0.0
DOC013,MOL04,2025-04,43.31456203738664,12,686.2968299422207,0,0,0,1.0
DOC017,MOL04,2025-04,40.06855850069616,13,-59.93144149930384,0,1,0,1.0
DOC005,MOL04,2025-04,39.20597802364539,14,275.08294086708776,0,0,0,0.0
DOC014,MOL04,2025-04,35.30168346599216,15,-19.750640407872215,0,0,0,1.0
DOC034,MOL04,2025-04,32.645689932624535,16,-55.48008793265784,0,1,0,1.0
DOC037,MOL04,2025-04,32.38095283577675,17,-43.75237820823092,0,1,0,0.0
DOC045,MOL04,2025-04,32.38095283577675,17,-43.75237820823092,0,1,0,0.0
DOC011,MOL04,2025-04,27.989136581829182,19,-27.001104311469028,0,0,0,1.0
DOC050,MOL04,2025-04,26.45944443879522,20,-51.74551639440856,0,1,0,1.0
DOC025,MOL04,2025-04,21.65904895325866,21,-45.104914044239294,1,0,0,1.0
DOC010,MOL04,2025-04,21.586714506059103,22,-49.78708660249534,0,0,0,0.0
DOC038,MOL04,2025-04,20.19775425629871,23,-30.545789839093263,1,0,0,1.0
DOC039,MOL04,2025-04,19.76942354597174,24,-17.86219373516435,1,0,0,1.0
DOC022,MOL04,2025-04,19.391639946394765,25,-59.55993342524418,0,1,0,0.0
DOC031,MOL04,2025-04,16.835062130075976,26,-3.349101942135145,0,0,0,0.0
DOC036,MOL04,2025-04,14.100249509781625,27,7.777301984238472,0,0,0,1.0
DOC047,MOL04,2025-04,9.636706915186275,28,-81.37375719190013,0,1,0,0.0
DOC018,MOL04,2025-04,1.2033711339053703,29,-98.46572446878234,0,1,0,1.0
DOC044,MOL04,2025-04,0.0,30,-100.0,1,0,0,0.0
DOC042,MOL04,2025-05,100.0,1,21.5439661769154,0,0,0,0.0
DOC002,MOL04,2025-05,81.55516166291468,2,56.34787634395391,0,0,0,0.0
DOC043,MOL04,2025-05,72.48211363877182,3,-18.05421353880601,0,0,0,0.0
DOC049,MOL04,2025-05,47.298186181533545,4,-22.501341407783205,0,0,0,0.0
DOC021,MOL04,2025-05,42.90038580045155,5,9.891279498869526,0,0,0,0.0
DOC008,MOL04,2025-05,38.42872926675197,6,-20.447314965640444,0,0,0,0.0
DOC023,MOL04,2025-05,35.3329670511138,7,-56.41463832373322,0,0,0,0.0
DOC017,MOL04,2025-05,34.77065281440727,8,-13.222102028444185,0,0,0,0.0
DOC025,MOL04,2025-05,33.93901741941471,9,56.69671134986976,0,0,0,0.0
DOC047,MOL04,2025-05,33.1163469110142,10,243.64796192801998,0,0,0,0.0
DOC050,MOL04,2025-05,30.163191705966785,11,13.997827035782645,0,0,0,0.0
DOC035,MOL04,2025-05,27.05196835999273,12,-54.88992357660081,0,0,0,1.0
DOC007,MOL04,2025-05,22.77793139880345,13,-31.18439214513397,0,0,0,0.0
DOC028,MOL04,2025-05,21.832004055136235,14,-75.900028421439,0,1,0,0.0
DOC027,MOL04,2025-05,21.15483620416017,15,-78.4572026915383,0,1,0,0.0
DOC038,MOL04,2025-05,20.3836695421561,16,0.9204750364729914,0,0,0,1.0
DOC013,MOL04,2025-05,20.134344400953488,17,-53.51599218855155,0,1,0,0.0
DOC001,MOL04,2025-05,18.006275148216847,18,-69.28520042241762,0,1,0,1.0
DOC036,MOL04,2025-05,18.00093047924364,19,27.663914505598175,0,0,0,1.0
DOC003,MOL04,2025-05,17.618327706073174,20,,0,0,0,0.0
DOC026,MOL04,2025-05,17.618327706073174,20,,0,0,0,0.0
DOC014,MOL04,2025-05,17.523827899599727,22,-50.35979540046217,1,1,0,1.0
DOC020,MOL04,2025-05,17.336993190201845,23,-74.87106610857057,1,1,0,0.0
DOC011,MOL04,2025-05,16.794697004896324,24,-39.99565883072076,1,1,0,1.0
DOC018,MOL04,2025-05,15.79747983391692,25,1212.7687202075756,0,0,0,0.0
DOC005,MOL04,2025-05,13.834618331404297,26,-64.71298758811591,0,1,0,0.0
DOC015,MOL04,2025-05,12.802697592858236,27,726.8851262005159,0,0,0,0.0
DOC039,MOL04,2025-05,10.539861450392843,28,-46.686045620483114,1,0,0,1.0
DOC010,MOL04,2025-05,8.82430067787187,29,-59.12161308570136,1,1,0,0.0
DOC040,MOL04,2025-05,6.5269947757864015,30,-93.4730052242136,0,1,0,1.0
DOC031,MOL04,2025-05,6.095212792308876,31,-63.794533425453004,0,1,0,0.0
DOC022,MOL04,2025-05,5.929910686864957,32,-69.4202723273674,1,1,0,1.0
DOC048,MOL04,2025-05,2.426161277478455,33,,0,0,1,0.0
DOC034,MOL04,2025-05,0.0,34,-100.0,1,1,0,1.0
DOC022,MOL04,2025-06,100.0,1,1586.3660395679296,0,0,0,1.0
DOC009,MOL04,2025-06,88.65017057154553,2,6.620134986030592,0,0,0,0.0
DOC010,MOL04,2025-06,83.67499041226992,3,848.2336727497998,0,0,0,0.0
DOC007,MOL04,2025-06,81.68013259049036,4,258.593285581592,0,0,0,0.0
DOC031,MOL04,2025-06,80.95408696746378,5,1228.1585028436432,0,0,0,0.0
DOC034,MOL04,2025-06,80.54067981595925,6,,0,0,0,1.0
DOC003,MOL04,2025-06,67.30442925456406,7,282.0137210375744,0,0,0,0.0
DOC026,MOL04,2025-06,67.30442925456406,7,282.0137210375744,0,0,0,0.0
DOC039,MOL04,2025-06,66.31790155189628,9,529.2103730587888,0,0,0,1.0
DOC046,MOL04,2025-06,65.99754713311621,10,402.0750709837725,0,0,0,0.0
DOC048,MOL04,2025-06,61.64127339495673,11,2440.6915017216584,0,0,0,0.0
DOC013,MOL04,2025-06,57.70321323243882,12,186.59097154266522,0,0,0,1.0
DOC038,MOL04,2025-06,48.39085704726461,13,137.40012536597484,0,0,0,0.0
DOC047,MOL04,2025-06,46.92835692246772,14,41.707529059794254,0,0,0,0.0
DOC035,MOL04,2025-06,44.039977157770245,15,62.797681010529175,0,0,0,1.0
DOC002,MOL04,2025-06,41.79609354318774,16,-48.751136419862505,0,1,0,0.0
DOC001,MOL04,2025-06,39.40791803916688,17,118.85658035759509,0,0,0,1.0
DOC027,MOL04,2025-06,37.32454351876059,18,76.43503905466589,0,0,0,0.0
DOC018,MOL04,2025-06,35.66974452825284,19,125.79389183121796,0,0,0,1.0
DOC050,MOL04,2025-06,34.43566056664669,20,14.16451184055147,0,1,0,1.0
DOC036,MOL04,2025-06,34.38526676215835,21,91.01938536903425,0,0,0,0.0
DOC014,MOL04,2025-06,34.12077214934142,22,94.71072384887319,0,0,0,1.0
DOC020,MOL04,2025-06,34.099887362826664,23,96.6885894729342,0,0,0,1.0
DOC011,MOL04,2025-06,32.88048195721075,24,95.77895300894546,0,0,0,0.0
DOC025,MOL04,2025-06,32.16497223559877,25,-5.22715540609937,0,1,0,1.0
DOC033,MOL04,2025-06,31.147357227840327,26,,0,0,1,0.0
DOC049,MOL04,2025-06,27.129319028996267,27,-42.641946300282726,1,1,0,0.0
DOC017,MOL04,2025-06,27.10488314381763,28,-22.04666593838962,0,1,0,0.0
DOC040,MOL04,2025-06,20.45244366171509,29,213.35161685112408,0,0,0,1.0
DOC008,MOL04,2025-06,12.63319384066251,30,-67.12565291199316,1,1,0,0.0
DOC042,MOL04,2025-06,10.527661533885423,31,-89.47233846611458,0,1,0,0.0
DOC016,MOL04,2025-06,7.405665354871125,32,-89.01498704685054,0,1,0,0.0
DOC044,MOL04,2025-06,5.663155859607332,33,,0,0,0,0.0
DOC045,MOL04,2025-06,0.8712547476318974,34,-97.30936037598846,1,1,0,0.0
DOC037,MOL04,2025-06,0.0,35,-100.0,1,1,0,0.0
DOC024,MOL05,2025-01,100.0,1,,0,0,1,0.0
DOC004,MOL05,2025-01,79.55484806878235,2,,0,0,1,1.0
DOC046,MOL05,2025-01,74.42909383967255,3,,0,0,1,0.0
DOC008,MOL05,2025-01,62.58037780124568,4,,0,0,1,1.0
DOC019,MOL05,2025-01,52.83771727092358,5,,0,0,1,1.0
DOC032,MOL05,2025-01,46.974165845502704,6,,0,0,1,0.0
DOC035,MOL05,2025-01,44.19783780724288,7,,0,0,1,1.0
DOC038,MOL05,2025-01,41.52168851027033,8,,0,0,1,0.0
DOC002,MOL05,2025-01,40.29404725678564,9,,0,0,1,0.0
DOC023,MOL05,2025-01,38.14251068653898,10,,0,0,1,0.0
DOC039,MOL05,2025-01,38.14251068653898,10,,0,0,1,0.0
DOC020,MOL05,2025-01,34.68664562433578,12,,0,0,1,0.0
DOC016,MOL05,2025-01,33.02271059438609,13,,0,0,1,0.0
DOC003,MOL05,2025-01,32.75839643485656,14,,0,0,1,1.0
DOC012,MOL05,2025-01,31.00413526376068,15,,0,0,1,1.0
DOC044,MOL05,2025-01,30.87603860469362,16,,0,0,1,0.0
DOC033,MOL05,2025-01,30.462810548309648,17,,0,0,1,0.0
DOC018,MOL05,2025-01,30.381217676221645,18,,0,0,1,0.0
DOC045,MOL05,2025-01,27.698442200605005,19,,0,0,1,1.0
DOC017,MOL05,2025-01,25.897749116129997,20,,0,0,1,1.0
DOC029,MOL05,2025-01,24.91850328936869,21,,0,0,1,0.0
DOC013,MOL05,2025-01,22.78311041008033,22,,0,0,1,0.0
DOC005,MOL05,2025-01,22.2547647499996,23,,0,0,1,0.0
DOC036,MOL05,2025-01,21.43350730581073,24,,0,0,1,1.0
DOC047,MOL05,2025-01,20.04066410903415,25,,0,0,1,0.0
DOC007,MOL05,2025-01,19.238644288654484,26,,0,0,1,1.0
DOC048,MOL05,2025-01,18.82144997598779,27,,0,0,1,0.0
DOC037,MOL05,2025-01,18.566357047883677,28,,0,0,1,0.0
DOC027,MOL05,2025-01,7.8716926416850574,29,,0,0,1,0.0
DOC030,MOL05,2025-01,5.43978759791244,30,,0,0,1,0.0
DOC021,MOL05,2025-01,3.199875057595552,31,,0,0,1,0.0
DOC001,MOL05,2025-01,0.0,32,,0,0,0,0.0
DOC035,MOL05,2025-02,100.0,1,126.25541194146967,0,0,0,0.0
DOC022,MOL05,2025-02,71.44037756740327,2,,0,0,1,0.0
DOC045,MOL05,2025-02,60.53925897665244,3,118.56557324848438,0,0,0,0.0
DOC037,MOL05,2025-02,60.40132185220042,4,225.3267277819877,0,0,0,0.0
DOC002,MOL05,2025-02,52.45297337266116,5,30.175489789817338,0,0,0,0.0
DOC048,MOL05,2025-02,51.518027254664354,6,173.7197576190491,0,0,0,0.0
DOC043,MOL05,2025-02,49.48122691319363,7,,0,0,1,0.0
DOC038,MOL05,2025-02,46.37288883538713,8,11.683533351291487,0,0,0,0.0
DOC004,MOL05,2025-02,45.00414769015516,9,-43.430037536813586,0,1,0,1.0
DOC044,MOL05,2025-02,37.54645255868073,10,21.603852875650652,0,0,0,0.0
DOC020,MOL05,2025-02,28.09994864462107,11,-18.989143692503827,0,0,0,0.0
DOC001,MOL05,2025-02,27.136828001892574,12,,0,0,0,0.0
DOC023,MOL05,2025-02,26.75157974480118,13,-29.864135151852533,0,0,0,0.0
DOC007,MOL05,2025-02,25.552470191392405,14,32.81845543795071,0,0,0,1.0
DOC047,MOL05,2025-02,24.499097742423068,15,22.246935576247175,0,0,0,1.0
DOC024,MOL05,2025-02,23.70462066310918,16,-76.29537933689082,0,1,0,1.0
DOC017,MOL05,2025-02,23.536136890315067,17,-9.118986423202463,0,0,0,1.0
DOC018,MOL05,2025-02,22.30467345316539,18,-26.584004331654864,0,0,0,1.0
DOC008,MOL05,2025-02,19.42552599102797,19,-68.95907843074525,0,1,0,0.0
DOC019,MOL05,2025-02,16.755111776171226,20,-68.28948591730418,0,1,0,0.0
DOC005,MOL05,2025-02,15.486299225112868,21,-30.41355683118086,0,0,0,0.0
DOC006,MOL05,2025-02,15.194132032059256,22,,0,0,1,0.0
DOC034,MOL05,2025-02,15.194132032059256,22,,0,0,1,0.0
DOC046,MOL05,2025-02,12.625810318116605,24,-83.03645837027948,0,1,0,0.0
DOC003,MOL05,2025-02,11.629953869761271,25,-64.4977925189695,0,1,0,1.0
DOC012,MOL05,2025-02,10.596567738133258,26,-65.8220826093508,0,1,0,1.0
DOC029,MOL05,2025-02,8.002505469310666,27,-67.88528838838856,0,1,0,0.0
DOC015,MOL05,2025-02,5.0492612619857855,28,,0,0,1,0.0
DOC014,MOL05,2025-02,2.994603890831665,29,,0,0,1,0.0
DOC036,MOL05,2025-02,0.0,30,-100.0,0,1,0,1.0
DOC031,MOL05,2025-03,100.0,1,,0,0,1,0.0
DOC020,MOL05,2025-03,88.98809523809524,2,216.68419171694632,0,0,0,0.0
DOC038,MOL05,2025-03,69.11046519732487,3,49.03204638091623,0,0,0,0.0
DOC010,MOL05,2025-03,45.386904761904766,4,,0,0,1,0.0
DOC047,MOL05,2025-03,42.73921585385563,5,74.4522035186939,0,0,0,1.0
DOC002,MOL05,2025-03,38.70320395067964,6,-26.213517629008226,0,0,0,0.0
DOC035,MOL05,2025-03,38.17356473393889,7,-61.82643526606111,0,1,0,1.0
DOC013,MOL05,2025-03,32.19246031746032,8,41.29967216072855,0,0,0,0.0
DOC049,MOL05,2025-03,31.249999999999996,9,,0,0,1,0.0
DOC048,MOL05,2025-03,31.09986610583762,10,-39.63304155241719,0,0,0,0.0
DOC004,MOL05,2025-03,30.283996613620246,11,-32.70843207137329,1,0,0,1.0
DOC025,MOL05,2025-03,27.97619047619048,12,,0,0,1,0.0
DOC007,MOL05,2025-03,27.353013225689956,13,7.046453907630743,0,0,0,1.0
DOC019,MOL05,2025-03,27.293001743155727,14,62.89358201698941,0,0,0,1.0
DOC029,MOL05,2025-03,27.034373120873692,15,237.8238630957465,0,0,0,1.0
DOC036,MOL05,2025-03,22.302235420662843,16,,0,0,0,0.0
DOC044,MOL05,2025-03,22.17139857583109,17,-40.9494184805348,0,1,0,1.0
DOC008,MOL05,2025-03,20.580203904811903,18,5.944126889110958,0,0,0,0.0
DOC024,MOL05,2025-03,18.669904745391754,19,-21.239386148679475,1,0,0,1.0
DOC037,MOL05,2025-03,13.157195363765336,20,-78.21704068669149,0,1,0,1.0
DOC018,MOL05,2025-03,13.104586398738377,21,-41.2473514743224,1,0,0,0.0
DOC045,MOL05,2025-03,13.057060380391713,22,-78.43207762845711,0,1,0,1.0
DOC003,MOL05,2025-03,11.831366482929605,23,1.7318436119684093,0,0,0,1.0
DOC017,MOL05,2025-03,6.587884927785027,24,-72.0094892441933,0,1,0,1.0
DOC012,MOL05,2025-03,6.00514501251147,25,-43.3293386980286,1,0,0,0.0
DOC005,MOL05,2025-03,5.04384329220205,26,-67.43028648172533,1,1,0,1.0
DOC039,MOL05,2025-03,3.373015873015873,27,-91.15680690047952,0,1,0,0.0
DOC021,MOL05,2025-03,2.430555555555556,28,-24.042173153412985,0,0,0,0.0
DOC046,MOL05,2025-03,1.6865079365079363,29,-86.64237863538953,1,1,0,0.0
DOC041,MOL05,2025-03,0.0,30,,0,0,0,0.0
DOC011,MOL05,2025-04,100.0,1,,0,0,1,0.0
DOC017,MOL05,2025-04,69.82534001168624,2,959.9052772945573,0,0,0,1.0
DOC008,MOL05,2025-04,67.62439772676447,3,228.58954187015158,0,0,0,0.0
DOC012,MOL05,2025-04,60.62844637866387,4,909.6083650327681,0,0,0,0.0
DOC010,MOL05,2025-04,59.45241199478488,5,30.990232329493235,0,0,0,0.0
DOC014,MOL05,2025-04,58.67014341590614,6,1859.1954580547945,0,0,0,0.0
DOC035,MOL05,2025-04,58.11866166633004,7,52.24845274839792,0,0,0,1.0
DOC005,MOL05,2025-04,57.349423553339776,8,1037.0183455541512,0,0,0,0.0
DOC041,MOL05,2025-04,51.82529335071708,9,,0,0,0,0.0
DOC024,MOL05,2025-04,47.97604436245221,10,156.96994717819337,0,0,0,1.0
DOC019,MOL05,2025-04,45.889952930067466,11,68.13816729255623,0,0,0,1.0
DOC049,MOL05,2025-04,41.26466753585398,12,32.04693611473275,0,0,0,0.0
DOC002,MOL05,2025-04,40.63982814099813,13,5.003782613931326,0,1,0,1.0
DOC042,MOL05,2025-04,35.98435462842243,14,,0,0,1,0.0
DOC048,MOL05,2025-04,32.6417025217775,15,4.957694707407348,0,1,0,0.0
DOC036,MOL05,2025-04,32.60061309513666,16,46.17643693659718,0,0,0,0.0
DOC004,MOL05,2025-04,31.679144315587404,17,4.60688105261407,0,1,0,0.0
DOC047,MOL05,2025-04,29.954558211631007,18,-29.913177831668815,0,1,0,0.0
DOC029,MOL05,2025-04,28.01068048052116,19,3.611355644468946,0,0,0,0.0
DOC007,MOL05,2025-04,27.85624682634792,20,1.8397739090234015,0,1,0,1.0
DOC044,MOL05,2025-04,26.95505252400659,21,21.57578797663279,0,0,0,1.0
DOC023,MOL05,2025-04,25.03259452411995,22,-6.425733497160264,0,1,0,0.0
DOC046,MOL05,2025-04,19.94784876140809,23,1082.790091264668,0,0,0,0.0
DOC038,MOL05,2025-04,19.515619771335587,24,-71.7617010453997,0,1,0,0.0
DOC027,MOL05,2025-04,16.42764015645372,25,108.6926015055528,0,0,0,0.0
DOC037,MOL05,2025-04,14.965218854641495,26,13.741708934834406,0,1,0,1.0
DOC018,MOL05,2025-04,14.269707516739183,27,8.890941557018364,0,1,0,1.0
DOC020,MOL05,2025-04,11.342894393741853,28,-87.25346984515964,0,1,0,0.0
DOC003,MOL05,2025-04,7.549872306127322,29,-36.1876557790654,0,1,0,1.0
DOC039,MOL05,2025-04,6.844850065189051,30,102.9296725208989,0,0,0,0.0
DOC045,MOL05,2025-04,5.852358662231092,31,-55.1785892709832,1,1,0,0.0
DOC033,MOL05,2025-04,4.367666232073015,32,-85.66230051181088,0,1,0,0.0
DOC006,MOL05,2025-04,0.0,33,-100.0,0,1,0,0.0
DOC034,MOL05,2025-04,0.0,33,-100.0,0,1,0,0.0
DOC011,MOL05,2025-05,100.0,1,0.0,0,0,0,0.0
DOC049,MOL05,2025-05,70.11046133853152,2,69.90434074772092,0,0,0,0.0
DOC035,MOL05,2025-05,58.29406455577637,3,0.3018013223589905,0,0,0,1.0
DOC046,MOL05,2025-05,56.33528265107213,4,182.41282217890398,0,0,0,0.0
DOC019,MOL05,2025-05,55.99554743736105,5,22.021366033418428,0,0,0,1.0
DOC031,MOL05,2025-05,48.732943469785575,6,-51.267056530214425,0,1,0,0.0
DOC017,MOL05,2025-05,45.68802377243376,7,-34.56813276557302,0,1,0,1.0
DOC044,MOL05,2025-05,40.55477322334845,8,50.45332665269242,0,0,0,0.0
DOC004,MOL05,2025-05,34.69806564116267,9,9.529680775152242,0,0,0,0.0
DOC008,MOL05,2025-05,33.90028713805584,10,-49.86973891430498,0,1,0,1.0
DOC001,MOL05,2025-05,30.99415204678364,11,14.214351230077622,0,0,0,0.0
DOC014,MOL05,2025-05,29.82456140350877,12,-49.16569200779728,0,1,0,0.0
DOC002,MOL05,2025-05,28.92611317334817,13,-28.82323942662781,0,0,0,0.0
DOC015,MOL05,2025-05,28.26510721247563,14,459.78698161796956,0,0,0,0.0
DOC029,MOL05,2025-05,24.81388904507044,15,-11.412758921275737,0,0,0,1.0
DOC038,MOL05,2025-05,24.60723108219429,16,26.089928839140576,0,0,0,0.0
DOC050,MOL05,2025-05,24.17153996101365,17,,0,0,1,0.0
DOC037,MOL05,2025-05,22.55028693710709,18,50.68464521728707,0,0,0,1.0
DOC045,MOL05,2025-05,22.130898973632583,19,278.1534976052823,0,0,0,1.0
DOC030,MOL05,2025-05,21.6374269005848,20,297.762348458023,0,0,0,0.0
DOC033,MOL05,2025-05,20.2729044834308,21,364.15873847138545,0,0,0,0.0
DOC048,MOL05,2025-05,19.1434451941427,22,-41.3527980614038,0,1,0,0.0
DOC036,MOL05,2025-05,17.49706251205763,23,-46.32903847238433,0,1,0,1.0
DOC012,MOL05,2025-05,17.058368935362687,24,-71.86408368635716,0,1,0,0.0
DOC005,MOL05,2025-05,16.58465224920708,25,-71.08139677501384,0,1,0,1.0
DOC007,MOL05,2025-05,14.661385632618106,26,-47.367691979414154,0,1,0,0.0
DOC032,MOL05,2025-05,9.941520467836256,27,-78.83619583467696,0,1,0,0.0
DOC047,MOL05,2025-05,8.995031076666923,28,-69.9710774797064,1,1,0,1.0
DOC024,MOL05,2025-05,5.923214753755665,29,-87.65380757736794,0,1,0,0.0
DOC003,MOL05,2025-05,4.696003830412032,30,-37.80022177857431,1,0,0,1.0
DOC043,MOL05,2025-05,3.1838856400259914,31,-93.56546747393395,0,1,0,0.0
DOC041,MOL05,2025-05,2.469135802469136,32,-95.2356549421539,0,1,0,0.0
DOC018,MOL05,2025-05,0.6922353102372397,33,-95.14891731715448,0,1,0,1.0
DOC020,MOL05,2025-05,0.0,34,-100.0,1,1,0,0.0
DOC028,MOL05,2025-06,100.0,1,,0,0,1,0.0
DOC018,MOL05,2025-06,74.3766552480811,2,10644.417996041124,0,0,0,0.0
DOC021,MOL05,2025-06,45.00507958008804,3,1751.637559866479,0,0,0,0.0
DOC017,MOL05,2025-06,43.332476328148665,4,-5.155721893373581,0,0,0,0.0
DOC004,MOL05,2025-06,42.71530553608586,5,23.10572577109962,0,0,0,1.0
DOC035,MOL05,2025-06,37.99065877411801,6,-34.829284827500494,0,0,0,1.0
DOC002,MOL05,2025-06,37.54626815866882,7,29.80059897319028,0,0,0,0.0
DOC001,MOL05,2025-06,34.87978327124957,8,12.536659233654229,0,0,0,0.0
DOC046,MOL05,2025-06,33.62682018286488,9,-40.30948528093535,0,1,0,0.0
DOC043,MOL05,2025-06,31.798171351168303,10,898.7221573356736,0,0,0,0.0
DOC008,MOL05,2025-06,28.050710186769507,11,-17.255243082350482,1,0,0,1.0
DOC005,MOL05,2025-06,27.130932448068464,12,63.59060196372589,0,0,0,1.0
DOC007,MOL05,2025-06,24.942777145443696,13,70.12564685531449,0,0,0,0.0
DOC012,MOL05,2025-06,21.19214073566111,14,24.23310115968325,0,0,0,1.0
DOC019,MOL05,2025-06,19.536523054657835,15,-65.11057762849411,0,1,0,1.0
DOC033,MOL05,2025-06,15.746698272942766,16,-22.32638255750348,0,0,0,0.0
DOC037,MOL05,2025-06,14.58170398066896,17,-35.3369470582018,0,0,0,1.0
DOC024,MOL05,2025-06,13.81853590330103,18,133.29452801857758,0,0,0,1.0
DOC045,MOL05,2025-06,13.20073460729461,19,-40.35156627382213,0,0,0,1.0
DOC047,MOL05,2025-06,13.055130605357052,20,45.137137315978954,0,0,0,1.0
DOC048,MOL05,2025-06,12.607117046826549,21,-34.1439489132085,1,0,0,0.0
DOC020,MOL05,2025-06,12.19099221131053,22,,0,0,0,0.0
DOC009,MOL05,2025-06,10.971892990179478,23,,0,0,1,0.0
DOC026,MOL05,2025-06,10.971892990179478,23,,0,0,1,0.0
DOC003,MOL05,2025-06,10.900097305552269,25,132.11431888026982,0,0,0,0.0
DOC044,MOL05,2025-06,10.598595177134207,26,-73.86597351003724,0,1,0,1.0
DOC029,MOL05,2025-06,10.494651002850336,27,-57.70654497653113,0,1,0,0.0
DOC038,MOL05,2025-06,8.707692528162239,28,-64.6132777024917,0,1,0,1.0
DOC036,MOL05,2025-06,5.744885208269122,29,-67.1665732215897,1,1,0,1.0
DOC050,MOL05,2025-06,4.977988486285133,30,-79.40557989141715,0,1,0,0.0
DOC025,MOL05,2025-06,4.063664070436843,31,-85.47456247163001,0,1,0,0.0
DOC030,MOL05,2025-06,2.9461564510667118,32,-86.38397964507007,0,1,0,0.0
DOC039,MOL05,2025-06,2.6075177785303074,33,-61.90540693080485,0,0,0,0.0
DOC027,MOL05,2025-06,1.4900101591601758,34,-90.92985879304877,0,1,0,0.0
DOC010,MOL05,2025-06,1.117507619370132,35,-98.12033257882261,0,1,0,0.0
DOC042,MOL05,2025-06,0.0,36,-100.0,0,1,0,0.0
