order_id,distributor_id,chemist_id,molecule_id,month,units_ordered,order_type,first_time_flag
ORD0788,DIST003,CHEM109,MOL04,2025-06,295,new_sku,1
ORD0789,DIST002,CHEM084,MOL05,2025-01,36,routine,0
ORD0790,DIST004,CHEM040,MOL03,2025-05,220,routine,0
ORD0791,DIST004,CHEM053,MOL04,2025-01,293,new_sku,1
ORD0792,DIST005,CHEM049,MOL04,2025-01,188,new_sku,1
ORD0793,DIST001,CHEM116,MOL03,2025-01,107,routine,0
ORD0794,DIST001,CHEM142,MOL02,2025-01,270,routine,0
ORD0795,DIST003,CHEM048,MOL02,2025-01,217,routine,0
ORD0796,DIST001,CHEM053,MOL02,2025-03,288,demand_spike,0
ORD0797,DIST001,CHEM117,MOL01,2025-03,285,routine,0
ORD0798,DIST002,CHEM044,MOL03,2025-04,220,routine,0
ORD0799,DIST004,CHEM029,MOL02,2025-05,234,routine,0
ORD0800,DIST002,CHEM018,MOL04,2025-02,86,new_sku,1
